Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,BreedPure,ColorAmt,Adopted,LengthOfDescription,Sentiment,AdoptionSpeed
3,265,266,2,1,2,4,2,2,2,1,2,1,2,0,41327,0,4,0,3,1,237.0,0.78,3
2,266,0,2,3,6,7,1,1,3,3,3,1,1,0,41401,0,5,1,3,0,1076.0,1.0,4
2,307,0,1,1,2,0,2,2,1,1,2,1,1,50,41326,0,1,0,2,0,67.0,0.77,4
2,307,307,3,1,2,5,2,1,1,1,3,1,4,0,41327,0,1,0,3,0,445.0,0.91,4
6,266,0,2,1,6,7,1,1,1,1,1,1,1,0,41401,0,4,1,3,1,795.0,0.99,2
3,307,213,2,1,3,0,2,2,1,1,2,1,1,0,41326,0,7,0,2,0,105.0,0.86,4
3,202,307,2,5,6,7,2,1,2,1,2,1,1,0,41326,0,4,0,3,1,407.0,0.95,3
3,78,307,2,1,2,0,2,1,1,1,1,1,1,0,41326,0,1,0,2,1,124.0,0.7,3
30,265,0,2,5,6,7,2,2,1,1,1,1,1,1,41326,0,1,1,3,1,156.0,0.87,2
2,218,307,2,1,7,0,2,2,2,1,2,1,1,0,41326,0,3,0,2,1,450.0,0.92,3
12,199,141,1,2,7,0,2,2,1,1,1,1,1,0,41326,0,10,0,2,1,382.0,0.97,3
24,109,0,2,3,0,0,2,1,1,1,1,1,1,0,41326,0,3,1,1,1,402.0,0.97,1
2,307,0,1,2,0,0,1,1,1,1,1,2,1,0,41324,0,5,0,1,0,667.0,0.41,4
2,266,0,3,4,6,7,1,1,2,2,2,1,2,0,41401,0,7,1,3,1,17.0,0.64,3
10,285,265,1,1,7,0,3,3,3,1,2,1,1,0,41401,0,5,0,2,0,107.0,0.86,4
2,307,0,1,1,2,7,2,2,2,2,2,1,1,0,41326,0,4,0,3,1,648.0,0.99,2
3,265,0,2,2,7,0,1,2,2,2,2,1,1,0,41401,0,3,1,2,1,19.0,0.0,2
7,249,257,3,1,2,7,2,1,2,2,2,1,5,0,41326,0,4,0,3,0,429.0,0.86,4
3,307,0,1,2,0,0,2,1,3,3,2,1,2,0,41326,0,1,0,1,1,34.0,0.42,1
2,307,0,2,2,0,0,2,1,2,2,2,1,1,20,41327,0,1,0,1,1,117.0,0.53,3
1,266,0,2,3,4,5,2,1,2,2,2,1,1,0,41325,0,3,1,3,1,182.0,0.96,3
4,265,0,2,1,0,0,1,2,1,1,2,1,1,0,41401,0,2,1,1,0,227.0,0.96,4
12,266,0,2,1,7,0,2,1,2,2,2,1,1,0,41401,0,1,1,2,0,271.0,0.85,4
6,266,0,1,3,7,0,2,1,2,1,2,1,1,30,41326,0,1,1,2,1,318.0,0.94,3
1,285,263,2,1,2,3,3,3,2,1,2,1,1,100,41401,2,5,0,3,1,307.0,0.99,2
3,307,0,2,7,0,0,3,1,2,2,2,1,1,0,41327,0,3,0,1,1,713.0,0.92,3
2,266,0,2,7,0,0,2,1,1,1,2,1,1,30,41326,0,1,1,1,1,364.0,0.7,3
4,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,0,1,0,2,1,96.0,0.69,1
9,307,307,1,2,5,0,2,1,2,1,2,1,1,0,41326,0,2,0,2,1,149.0,-0.32,2
11,266,0,2,4,5,7,2,1,1,1,1,1,1,0,41326,0,4,1,3,0,561.0,0.99,4
2,218,307,2,1,2,0,2,1,1,1,2,1,1,0,41401,0,5,0,2,1,69.0,0.81,3
4,265,0,2,1,3,4,2,2,2,2,2,1,1,0,41401,0,2,1,3,1,466.0,0.95,1
4,266,0,1,2,7,0,1,1,2,2,2,1,1,30,41401,0,3,1,2,1,434.0,0.96,3
2,266,0,1,1,7,0,1,1,2,1,2,1,1,0,41336,0,5,1,2,1,372.0,0.27,3
4,266,0,2,5,7,0,2,1,1,1,1,1,1,0,41326,0,1,1,2,1,337.0,0.36,2
1,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41326,0,5,0,2,1,353.0,0.58,2
2,307,0,1,7,0,0,2,1,2,2,2,1,1,20,41327,0,1,0,1,1,201.0,0.69,3
48,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,0,10,0,2,0,521.0,0.95,4
2,307,307,1,1,2,0,2,2,1,1,2,1,1,0,41326,0,5,0,2,1,12.0,0.0,1
8,307,20,2,1,2,0,2,1,1,1,1,1,1,0,41326,0,3,0,2,1,295.0,0.95,2
1,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41326,0,3,0,1,1,18.0,0.0,1
3,103,213,2,1,0,0,2,2,1,1,2,1,1,0,41326,0,9,0,1,1,1203.0,0.99,2
10,65,65,2,5,0,0,3,2,1,1,1,1,1,5,41401,0,0,1,1,1,196.0,0.95,1
3,265,0,1,3,0,0,2,2,1,1,3,1,1,0,41326,0,3,1,1,0,285.0,0.99,4
24,266,0,2,7,0,0,2,2,1,1,1,1,1,0,41326,0,0,1,1,0,206.0,0.86,4
64,205,0,2,2,0,0,2,2,3,3,3,1,1,250,41326,0,0,1,1,1,472.0,0.95,2
7,266,266,2,6,7,0,2,1,1,1,1,1,1,0,41326,0,9,1,2,0,39.0,0.0,4
1,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,7,0,2,1,430.0,0.85,3
2,266,299,3,1,0,0,2,1,2,2,2,1,2,0,41326,0,1,0,1,1,138.0,0.49,1
3,266,0,2,6,7,0,2,1,2,2,2,1,1,0,41326,0,6,1,2,1,883.0,0.97,0
2,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41326,0,7,0,2,1,166.0,0.75,1
3,307,0,1,2,7,0,2,1,2,2,2,1,1,0,41401,0,3,0,2,1,112.0,0.92,1
2,307,0,2,2,0,0,2,1,2,2,3,1,5,0,41332,0,5,0,1,0,115.0,0.82,4
2,307,0,2,6,7,0,2,1,2,2,2,1,1,0,41401,0,2,0,2,1,464.0,0.71,2
36,307,0,2,1,0,0,2,1,1,1,1,1,1,0,41326,0,10,0,1,0,457.0,0.99,4
11,260,0,1,1,6,7,3,2,3,1,2,1,1,0,41326,0,5,1,3,0,352.0,0.92,4
1,265,0,2,5,7,0,1,2,2,2,2,1,1,0,41326,0,3,1,2,1,134.0,0.83,0
2,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41326,0,2,0,1,0,40.0,0.76,4
36,307,0,2,3,0,0,2,1,1,1,2,1,1,50,41401,0,1,0,1,0,154.0,0.95,4
8,266,0,2,6,7,0,2,1,1,1,1,1,1,50,41401,0,1,1,2,1,105.0,0.51,2
36,307,0,2,2,0,0,3,2,1,1,1,1,1,0,41326,0,10,0,1,0,634.0,0.96,4
3,173,307,1,2,0,0,2,1,1,1,2,1,1,0,41336,0,1,0,1,1,284.0,0.89,0
84,128,0,2,2,7,0,1,1,1,1,1,1,1,0,41326,0,4,1,2,1,494.0,0.96,3
3,299,266,2,1,0,0,1,1,2,1,2,1,1,0,41336,0,1,0,1,0,191.0,0.93,4
16,289,0,1,6,0,0,2,1,2,1,2,1,1,200,41401,0,2,1,1,1,117.0,0.41,2
5,266,265,3,2,6,7,1,2,1,1,2,1,3,120,41326,0,9,0,3,0,912.0,0.99,4
1,307,0,2,1,7,0,2,1,2,2,2,1,1,20,41327,0,1,0,2,1,141.0,0.53,2
1,307,307,2,2,7,0,2,2,1,1,2,1,1,0,41401,0,9,0,2,1,226.0,0.89,2
24,282,283,3,1,5,7,2,2,2,2,3,1,20,100,41326,0,1,0,3,0,156.0,0.0,4
4,265,0,1,1,0,0,2,2,1,1,2,1,1,0,41401,0,4,1,1,1,830.0,0.97,1
72,266,0,2,4,0,0,2,1,1,1,1,1,1,0,41401,0,8,1,1,1,495.0,0.98,2
2,266,0,1,2,0,0,2,2,1,1,2,1,1,0,41326,0,0,1,1,0,266.0,0.69,4
53,147,0,1,7,0,0,1,3,1,1,1,1,1,100,41326,0,4,1,1,1,573.0,0.97,1
5,109,237,1,3,7,0,1,3,1,1,1,1,1,0,41326,0,1,0,2,1,52.0,0.0,2
3,254,265,2,1,4,7,2,2,1,1,2,1,1,0,41326,1,2,0,3,1,14.0,0.8,2
15,205,0,1,1,0,0,1,1,1,1,2,1,1,0,41324,0,1,1,1,0,5.0,0.0,4
1,307,0,2,5,0,0,2,1,1,1,2,1,1,0,41326,0,4,0,1,1,116.0,0.4,1
2,307,0,1,1,2,3,2,2,1,1,2,1,1,0,41326,0,5,0,3,1,285.0,0.91,1
4,266,0,1,2,7,0,2,1,2,1,2,1,1,150,41326,0,3,1,2,1,160.0,0.97,1
3,299,0,2,1,2,0,1,1,2,1,2,1,1,0,41401,0,5,1,2,1,262.0,0.93,2
3,265,0,2,1,4,7,2,2,2,1,3,1,1,0,41326,0,1,1,3,1,563.0,0.0,1
3,266,0,1,1,7,0,2,1,2,1,2,1,1,50,41401,0,7,1,2,1,813.0,0.99,1
4,141,0,2,5,0,0,3,2,1,1,2,1,1,0,41415,0,1,1,1,1,195.0,0.81,2
13,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41401,0,6,0,1,1,59.0,0.83,0
3,307,0,3,1,2,0,2,1,2,2,2,1,5,0,41327,0,1,0,2,1,126.0,0.62,3
18,307,72,1,5,0,0,2,1,1,1,2,1,1,0,41330,0,2,0,1,0,350.0,0.98,4
2,78,307,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,3,0,2,1,122.0,0.88,3
3,266,0,2,4,7,0,2,1,1,1,2,1,1,0,41326,0,3,1,2,1,27.0,0.46,3
2,307,0,3,1,2,7,2,1,1,1,2,1,4,0,41326,0,6,0,3,1,586.0,-0.12,2
2,307,0,2,2,7,0,2,1,2,2,2,1,1,0,41326,0,2,0,2,0,175.0,0.86,4
6,307,0,2,1,2,3,1,2,3,3,3,1,1,0,41401,1,5,0,3,1,278.0,0.97,2
3,265,0,1,2,7,0,1,2,1,1,3,1,1,0,41401,0,1,1,2,1,509.0,0.94,0
8,266,0,1,2,0,0,2,1,3,3,3,1,2,0,41326,0,1,1,1,1,263.0,0.79,1
2,292,252,1,2,5,7,1,1,2,2,2,1,1,0,41401,0,3,0,3,1,266.0,0.97,0
3,299,266,2,1,7,0,2,1,2,2,2,1,2,0,41401,0,7,0,2,1,677.0,0.98,1
18,285,0,1,7,0,0,3,3,1,1,1,1,1,400,41326,0,1,1,1,1,116.0,0.08,3
4,307,0,2,7,0,0,2,1,1,1,2,1,1,0,41326,0,12,0,1,1,1365.0,0.99,3
0,266,0,3,1,6,7,2,1,2,2,2,1,2,0,41326,0,28,1,3,1,526.0,0.59,3
36,285,0,1,3,4,6,2,2,3,3,3,1,1,0,41401,0,4,1,3,1,255.0,-0.56,1
1,307,307,2,3,5,0,2,2,2,2,2,1,1,0,41326,0,3,0,2,1,283.0,0.93,2
10,266,0,2,1,7,0,2,2,2,2,3,1,2,0,41401,0,2,1,2,0,18.0,0.0,4
3,276,303,2,1,2,4,2,3,2,2,2,1,1,100,41326,0,1,0,3,1,372.0,0.96,2
4,266,0,1,3,7,0,2,1,2,2,2,1,1,0,41326,0,5,1,2,1,89.0,0.92,3
1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41332,0,6,0,1,1,18.0,0.0,2
12,266,0,2,1,2,7,2,1,1,1,1,1,1,0,41326,0,3,1,3,0,234.0,0.93,4
2,307,307,2,1,0,0,2,2,2,2,2,1,1,0,41326,0,1,0,1,1,189.0,0.76,1
12,307,0,1,5,7,0,2,2,1,1,3,1,1,0,41326,0,2,0,2,0,20.0,0.42,4
1,213,307,1,1,2,0,2,2,2,2,2,1,1,0,41401,0,11,0,2,1,695.0,0.99,2
49,205,0,2,6,7,0,1,2,1,1,1,1,1,0,41401,0,1,1,2,0,296.0,0.98,4
36,128,0,1,2,7,0,1,1,1,1,1,1,1,350,41336,0,8,1,2,1,1916.0,0.99,3
2,266,0,3,2,7,0,2,1,2,2,2,1,3,0,41326,0,3,1,2,0,109.0,0.76,4
1,307,0,2,1,7,0,2,1,3,1,2,1,1,0,41326,0,3,0,2,0,242.0,0.86,4
12,109,0,1,3,0,0,3,3,1,1,3,1,1,0,41336,0,1,1,1,1,214.0,0.85,1
3,307,0,2,1,7,0,2,1,2,2,2,1,1,0,41326,0,13,0,2,1,824.0,0.98,3
18,307,0,2,5,0,0,2,2,1,1,1,1,1,0,41330,0,10,0,1,1,904.0,-0.81,1
5,299,0,2,1,6,7,2,1,2,1,2,2,3,0,41401,0,5,1,3,1,484.0,0.98,3
24,307,0,2,2,3,0,2,1,1,1,1,1,1,0,41401,0,3,0,2,0,403.0,0.97,4
2,307,0,3,2,0,0,2,1,2,2,2,1,4,0,41326,0,5,0,1,0,424.0,0.82,4
2,239,307,2,1,2,0,2,1,3,3,2,1,1,0,41326,0,3,0,2,1,134.0,0.87,2
0,266,0,2,1,2,3,1,1,2,2,2,1,1,0,41326,0,3,1,3,0,157.0,0.79,4
3,266,0,1,1,6,7,2,1,2,1,2,1,1,0,41326,0,5,1,3,1,757.0,0.92,2
2,266,0,2,3,5,7,2,2,1,1,2,1,1,0,41326,0,7,1,3,1,1017.0,0.99,2
2,266,0,3,1,2,7,2,1,2,2,2,1,2,0,41326,0,3,1,3,1,59.0,0.0,3
12,307,0,2,5,7,0,2,2,2,2,2,1,1,0,41330,1,1,0,2,1,299.0,0.9,3
18,306,266,1,1,7,0,2,1,2,1,1,1,1,0,41401,0,1,0,2,0,145.0,0.91,4
4,266,0,1,4,7,0,2,1,2,1,2,1,1,0,41326,0,6,1,2,1,697.0,0.98,2
0,243,266,3,3,6,7,2,1,2,2,2,1,4,10,41326,0,0,0,3,0,165.0,0.64,4
3,307,0,1,7,0,0,2,2,2,2,2,1,1,0,41401,0,1,0,1,1,33.0,0.0,2
12,307,119,2,1,7,0,2,1,1,1,1,1,1,0,41326,0,1,0,2,0,306.0,0.33,4
1,307,0,3,1,2,7,2,1,2,2,2,1,9,0,41326,0,28,0,3,1,393.0,0.36,3
2,265,0,2,4,7,0,2,2,2,2,2,1,1,0,41401,0,5,1,2,1,75.0,0.56,1
1,268,0,3,1,6,7,2,1,2,2,2,1,3,0,41326,0,1,1,3,1,336.0,0.97,1
2,265,285,1,1,0,0,1,2,2,2,3,1,1,0,41326,0,3,0,1,1,378.0,0.97,1
4,307,307,3,2,0,0,2,1,1,1,2,1,2,50,41326,0,3,0,1,0,434.0,0.98,4
36,307,0,2,2,0,0,2,1,3,2,2,1,2,50,41326,0,2,0,1,0,1401.0,0.99,4
3,273,0,1,1,6,7,1,2,2,2,2,1,1,0,41327,0,3,1,3,1,183.0,0.86,1
2,307,0,3,2,6,7,2,2,2,2,2,1,3,0,41401,0,2,0,3,1,338.0,0.27,3
1,307,0,1,3,0,0,2,1,2,2,2,1,1,0,41326,0,1,0,1,1,75.0,0.4,1
6,243,0,1,2,7,0,1,2,2,2,1,1,1,0,41326,0,4,1,2,1,92.0,0.93,2
8,307,0,2,5,0,0,2,1,2,2,2,1,1,20,41327,0,1,0,1,0,144.0,0.69,4
120,307,0,1,1,2,7,3,3,3,3,3,2,1,0,41326,0,4,0,3,0,1667.0,0.98,4
1,307,0,3,1,2,0,3,1,2,2,2,1,5,50,41326,0,30,0,2,1,3331.0,1.0,2
9,307,0,2,3,4,5,1,2,1,1,1,1,1,0,41326,0,3,0,3,1,227.0,0.9,1
2,307,0,1,2,0,0,2,2,2,1,2,1,1,0,41401,0,5,0,1,1,237.0,0.97,1
5,266,266,1,1,0,0,2,1,1,1,1,1,1,0,41326,0,1,1,1,1,169.0,0.93,2
3,103,307,2,1,2,0,2,2,2,1,2,1,1,200,41326,0,2,0,2,1,472.0,0.86,2
2,307,0,2,1,2,5,2,2,1,1,2,1,2,0,41326,0,7,0,3,1,382.0,0.92,3
2,265,266,2,1,2,7,1,2,2,1,2,1,2,0,41326,0,4,0,3,1,720.0,0.99,0
7,299,299,3,1,4,7,2,2,1,1,1,1,2,0,41326,0,2,1,3,0,282.0,0.98,4
1,266,0,1,1,7,0,1,2,2,2,2,1,1,0,41326,0,4,1,2,1,33.0,0.54,2
4,292,283,1,5,7,0,2,2,2,1,2,1,1,50,41330,0,2,0,2,1,84.0,0.73,2
1,265,285,3,1,2,7,1,3,2,2,2,1,2,0,41336,0,1,0,3,1,133.0,0.54,2
3,141,213,1,2,0,0,2,1,3,3,3,1,1,0,41327,0,2,0,1,1,629.0,-0.76,3
3,307,141,1,1,2,3,3,1,2,1,2,1,1,0,41326,0,18,0,3,1,240.0,0.95,2
1,307,0,2,1,2,7,1,2,1,1,2,1,1,0,41330,0,5,0,3,1,188.0,0.91,3
3,307,0,2,2,7,0,2,1,2,2,2,1,1,0,41326,0,5,0,2,0,18.0,0.73,4
5,307,0,2,4,0,0,2,1,1,1,3,1,1,0,41401,0,5,0,1,1,172.0,0.89,2
1,307,0,3,1,2,7,2,1,2,2,2,1,7,0,41326,0,2,0,3,1,397.0,0.0,2
2,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41326,0,3,0,2,1,185.0,0.81,2
2,266,266,2,6,7,0,2,1,1,1,1,1,1,0,41401,0,5,1,2,1,638.0,0.95,1
2,307,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,0,2,0,1,0,351.0,0.62,4
2,307,0,3,1,2,0,2,2,3,3,2,1,3,0,41401,0,2,0,2,1,1567.0,0.97,2
3,307,0,2,5,0,0,2,3,2,1,2,1,1,200,41336,0,11,0,1,1,2100.0,0.99,1
12,266,0,2,4,6,0,2,1,1,1,1,1,1,0,41401,0,1,1,2,1,229.0,-0.65,0
2,266,0,3,4,5,7,1,1,1,1,2,1,4,0,41401,0,1,1,3,0,382.0,0.97,4
3,266,0,3,1,2,7,1,1,1,1,3,1,3,0,41401,0,5,1,3,0,333.0,0.93,4
1,266,0,1,6,0,0,2,1,1,1,2,1,2,0,41326,0,1,1,1,1,123.0,0.87,2
16,307,0,3,2,4,7,2,1,3,3,3,1,5,0,41327,0,5,0,3,0,607.0,-0.81,4
24,307,0,1,2,5,7,2,2,3,3,3,1,1,0,41330,0,5,0,3,0,200.0,0.39,4
1,266,0,1,1,7,0,1,2,2,2,2,1,1,0,41326,0,5,1,2,1,582.0,0.95,2
1,266,254,2,1,2,7,2,1,2,1,2,1,1,0,41326,0,7,0,3,1,588.0,-0.15,3
18,265,0,1,7,0,0,2,2,2,2,2,1,1,100,41325,0,3,1,1,0,259.0,0.93,4
4,266,0,2,1,7,0,1,1,1,1,1,1,1,0,41401,0,1,1,2,1,62.0,0.83,1
2,307,307,2,2,7,0,2,2,2,1,2,1,1,0,41326,0,1,0,2,0,12.0,0.0,4
2,218,307,2,1,2,7,2,1,2,1,2,1,1,0,41326,0,1,0,3,1,260.0,0.96,3
18,173,307,2,1,7,0,2,1,3,1,1,1,1,200,41401,0,2,0,2,0,349.0,0.93,4
4,306,266,1,1,7,0,1,1,3,1,2,1,1,0,41401,0,5,0,2,1,107.0,0.82,1
2,266,0,1,1,2,0,1,1,2,2,2,1,1,0,41327,0,5,1,2,1,597.0,0.93,1
3,266,0,1,3,0,0,2,1,2,1,2,1,1,0,41326,0,1,1,1,1,361.0,0.94,2
2,265,0,2,1,7,0,2,2,2,2,2,1,1,60,41336,0,8,1,2,1,63.0,0.0,3
16,307,0,3,2,4,7,2,1,3,3,3,1,5,0,41327,0,0,0,3,0,607.0,-0.81,4
1,307,0,2,1,0,0,1,1,2,2,2,1,1,0,41326,0,1,0,1,1,109.0,0.85,2
1,307,0,2,1,5,0,2,2,2,1,2,1,1,0,41401,0,4,0,2,1,418.0,0.93,2
3,266,0,3,2,4,6,2,1,1,1,3,1,5,1,41327,0,4,1,3,0,168.0,0.84,4
7,307,0,2,1,0,0,1,1,1,1,1,1,1,0,41401,0,25,0,1,0,434.0,0.98,4
2,307,307,1,1,0,0,2,1,2,2,2,1,1,80,41326,0,9,0,1,1,583.0,0.99,3
17,265,0,1,1,2,0,3,2,1,1,1,1,1,200,41332,0,3,1,2,1,211.0,0.83,1
3,307,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,0,2,0,1,0,352.0,0.97,4
4,266,0,2,5,6,0,2,1,3,3,2,1,1,50,41326,0,1,1,2,0,707.0,0.98,4
3,266,0,1,2,3,7,1,1,2,1,2,1,1,0,41330,0,2,1,3,1,142.0,0.75,2
0,265,0,3,1,0,0,1,2,2,2,2,1,3,0,41326,0,2,1,1,1,212.0,0.08,1
1,307,307,1,2,0,0,2,1,2,2,2,1,1,20,41326,0,5,0,1,1,65.0,0.44,2
24,265,0,2,6,0,0,2,2,2,1,2,1,1,0,41326,1,4,1,1,1,635.0,0.88,3
18,266,0,2,1,0,0,2,2,1,1,1,1,1,0,41401,0,0,1,1,1,197.0,0.94,2
28,307,0,1,1,2,7,3,2,3,3,3,1,1,0,41327,0,2,0,3,0,314.0,0.61,4
2,307,218,1,1,7,0,2,1,2,2,2,1,1,0,41326,0,7,0,2,1,324.0,0.95,3
1,307,0,2,5,0,0,2,1,2,2,2,1,1,0,41326,0,1,0,1,1,534.0,0.99,2
24,207,0,2,1,2,6,1,2,1,1,1,1,1,0,41326,0,2,1,3,1,325.0,0.92,3
12,265,0,2,1,2,6,2,2,1,1,1,1,2,0,41401,0,4,1,3,0,163.0,0.93,4
1,307,26,1,1,2,0,3,2,1,1,2,1,1,0,41326,0,3,0,2,1,279.0,0.79,2
15,266,254,2,1,2,7,1,1,1,1,1,1,1,0,41326,0,1,0,3,0,823.0,0.95,4
24,296,0,1,2,0,0,2,2,3,1,2,1,1,0,41324,0,5,1,1,0,98.0,0.85,4
2,266,0,2,1,6,7,1,1,1,1,2,1,2,0,41326,0,0,1,3,1,554.0,0.91,3
2,307,0,2,1,7,0,2,2,2,2,2,1,1,0,41401,0,6,0,2,1,30.0,0.36,2
0,218,307,2,1,7,0,2,2,1,1,2,1,1,0,41401,0,2,0,2,1,87.0,0.8,3
3,307,0,1,2,7,0,2,2,1,1,2,1,1,200,41326,0,2,0,2,1,43.0,0.66,1
72,20,0,1,2,7,0,2,1,1,1,1,1,1,0,41326,0,2,1,2,1,1402.0,1.0,3
32,179,0,1,5,0,0,1,2,1,1,2,1,1,200,41326,0,5,1,1,1,3134.0,1.0,2
5,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41336,0,4,0,1,0,1159.0,0.99,4
10,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,0,8,0,1,0,345.0,0.98,4
1,265,0,2,1,2,6,2,2,2,2,2,1,1,0,41336,0,3,1,3,1,322.0,0.73,2
3,307,0,3,2,5,7,2,1,1,1,2,1,6,0,41326,0,3,0,3,1,211.0,0.95,2
7,307,0,2,2,6,7,1,1,1,1,1,1,3,100,41401,0,4,0,3,0,483.0,0.98,4
8,266,0,1,5,7,0,2,1,1,3,1,1,1,200,41330,0,3,1,2,0,233.0,0.54,4
1,265,0,2,1,2,3,3,2,2,1,2,1,1,0,41326,0,12,1,3,1,804.0,0.97,3
5,294,0,2,1,6,7,1,1,1,1,1,1,1,0,41326,0,4,1,3,0,263.0,0.97,4
12,283,0,3,1,5,7,2,1,3,3,3,1,4,0,41326,0,2,1,3,1,416.0,0.89,1
4,307,0,1,2,0,0,2,1,1,1,1,1,1,0,41326,0,1,0,1,0,435.0,0.94,4
1,266,266,2,1,0,0,2,2,2,2,2,1,1,0,41327,0,3,1,1,0,174.0,0.79,4
2,266,0,1,1,4,7,1,1,2,2,2,1,1,0,41326,1,6,1,3,1,21.0,0.0,2
5,266,0,1,1,7,0,2,1,2,1,2,1,1,0,41326,1,15,1,2,1,365.0,0.94,1
6,307,0,1,2,0,0,1,1,1,1,2,1,1,0,41326,0,3,0,1,0,71.0,0.69,4
12,307,0,2,1,0,0,2,2,2,1,1,1,1,0,41336,0,6,0,1,1,315.0,0.93,2
1,266,0,3,1,4,7,2,1,2,2,2,1,2,0,41330,0,5,1,3,1,322.0,0.94,2
108,307,0,1,4,7,0,2,1,1,1,1,1,1,0,41324,3,4,0,2,1,339.0,0.91,2
2,266,0,2,2,4,5,1,1,2,2,2,1,1,0,41401,0,5,1,3,1,914.0,1.0,1
2,243,0,3,2,6,0,2,2,2,2,2,1,2,40,41401,0,3,1,2,0,92.0,0.89,4
4,292,0,1,5,0,0,2,1,1,2,2,1,1,0,41324,0,1,1,1,1,74.0,0.86,1
4,266,0,2,7,0,0,1,1,2,1,2,1,2,0,41325,0,4,1,1,0,192.0,0.94,4
7,266,0,2,2,4,6,2,1,2,1,1,1,1,0,41326,0,5,1,3,0,114.0,0.84,4
1,299,0,2,1,4,7,2,2,2,2,2,1,1,0,41401,0,4,1,3,1,92.0,0.36,1
12,203,0,1,1,2,7,2,3,1,1,2,1,1,500,41327,0,3,1,3,1,826.0,0.99,2
3,265,0,3,1,7,0,2,2,2,2,2,1,3,50,41327,0,5,1,2,1,166.0,0.96,0
1,265,0,1,7,0,0,1,2,2,2,2,1,1,0,41324,0,3,1,1,1,699.0,0.97,1
2,266,266,3,1,2,3,2,1,2,2,2,1,4,0,41326,0,3,1,3,1,397.0,0.93,1
12,266,0,2,7,0,0,2,1,2,2,2,1,1,0,41326,0,4,1,1,0,743.0,0.18,4
36,307,0,2,1,2,0,3,1,2,2,2,1,1,0,41401,0,3,0,2,0,154.0,-0.14,4
1,265,0,1,1,0,0,2,2,2,2,2,1,1,0,41401,0,4,1,1,1,411.0,0.89,2
2,128,19,3,2,5,7,2,1,1,1,1,1,4,0,41326,0,5,0,3,1,205.0,0.72,2
2,247,266,2,2,7,0,1,1,2,1,3,1,1,0,41326,0,2,0,2,1,132.0,0.94,0
6,307,0,1,7,0,0,2,2,1,1,1,1,1,0,41326,0,4,0,1,0,705.0,0.99,4
2,283,0,2,2,3,6,2,1,2,2,2,1,1,0,41401,0,4,1,3,1,376.0,0.97,1
4,266,0,1,3,7,0,2,1,2,1,2,1,1,0,41401,0,2,1,2,1,333.0,0.84,3
12,307,307,2,5,7,0,2,1,3,3,3,1,1,0,41332,0,5,0,2,0,53.0,0.77,4
16,266,0,2,1,7,0,3,1,2,2,2,1,1,0,41326,0,5,1,2,1,464.0,0.99,3
1,266,0,2,1,2,7,2,1,2,2,2,1,1,0,41326,0,2,1,3,1,633.0,-0.46,1
3,307,0,1,1,4,0,1,1,3,3,1,1,1,1,41326,0,3,0,2,1,32.0,0.61,2
24,266,0,1,5,7,0,2,1,1,1,1,1,1,0,41401,0,1,1,2,1,825.0,0.97,3
4,266,0,2,1,6,0,2,1,2,2,2,1,2,0,41326,0,3,1,2,1,461.0,0.97,2
4,307,141,2,2,3,7,3,1,2,2,2,1,2,0,41326,0,4,0,3,1,149.0,0.91,2
36,266,0,1,1,2,6,2,1,1,1,1,1,1,0,41326,0,2,1,3,0,429.0,0.99,4
2,307,0,1,1,0,0,2,1,1,1,2,1,1,0,41326,0,1,0,1,1,172.0,0.96,3
12,266,0,1,1,3,6,3,1,1,3,1,1,1,30,41326,0,5,1,3,1,1407.0,0.19,2
12,266,0,1,6,7,0,2,1,1,1,1,1,1,0,41326,0,5,1,2,0,279.0,0.97,4
72,307,0,2,1,2,0,2,1,1,1,2,1,2,0,41336,0,5,0,2,0,615.0,0.98,4
6,265,0,2,1,2,7,2,2,1,1,2,1,1,0,41401,0,1,1,3,1,149.0,0.86,3
0,307,0,2,2,7,0,2,2,2,2,2,1,1,0,41326,0,4,0,2,1,18.0,0.0,1
2,307,0,3,1,5,0,2,1,2,2,2,1,4,0,41332,0,6,0,2,1,102.0,0.57,3
5,299,0,1,1,2,3,2,1,1,1,2,1,1,50,41326,0,1,1,3,0,143.0,0.72,4
72,0,307,1,1,2,0,2,2,2,2,2,1,1,0,41326,0,5,0,2,0,432.0,0.74,4
1,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41326,0,4,0,2,1,460.0,0.9,2
